id,x,y,z,flux,temperature
488,1025.3763,1052.0544,0.0000,121.7220,9862.8
489,1081.1454,967.9221,0.0000,118.2885,27770.2
490,1057.3899,1048.2538,0.0000,116.4719,4730.8
491,1093.7106,1023.4581,0.0000,145.1846,15860.8
492,1040.2332,1018.7308,0.0000,120.7569,5434.3
493,1034.0977,1014.3522,0.0000,115.5214,9354.0
494,1095.5973,1072.3321,0.0000,193.4976,3005.4
495,983.3718,1230.8318,0.0000,103.1351,5892.6
496,991.4654,1049.6317,0.0000,262.3259,21914.2
497,1065.3596,1257.2952,0.0000,112.0597,19401.1
498,1024.8880,1023.9235,0.0000,447.3871,7320.2
499,1040.2942,1038.2438,0.0000,182.6681,13651.0
